"458101381,2025-06-10T10:36:07Z,1404/03/20 14:06,رضا الف,sahoffice,twit,#قجام از 99 تا به الان فقط یکبار 11/8/99 افزایش سرمایه 108 درصدی داده از آورده."
"458101372,2025-06-10T10:35:54Z,1404/03/20 14:05,سهام بی ارزش ( طلای با ارزش),farbod2020,quote,#عیار ععع مهدی ملکی از سوراخ اومدی بیرون بلاخره. هندونه روخوردی یا نه 3 روز ریزش بورس که توی صف فروش گیر کرده بودی کجا بودی؟! البته تو و امثال تو که از سال 99 سهام با قیمت بالا فرو کردن بهتون حالا حالا باید توی صف فروش گیر کنید🤣 خودرو توی 20 روز 21% منفی🤣🤣"
"458101370,2025-06-10T10:35:41Z,1404/03/20 14:05,محمد,moh1374m,twit,کسی خبری از صیدی داره زنده یا مرده ۵روز بازار بدون اینکه اتفاقی افتاده باشه منفی است بازگشت شاخص به ۲میلیون  آقای به اصطلاح رئیس هم نبودش بهتر از بودش است فقط حقوق آنچنانی می‌گیرد وبس صد رحمت به عشقی اینکه دیگه مصیبت واقعی است"
"458101367,2025-06-10T10:35:40Z,1404/03/20 14:05,mafi_hemat,mafi_hemat,twit,#مادیرا ایشالا روزای بد مادیرا جبران بشه و فکر نکنیم بی صاحبه.. از مدیران محترمش درخواست همست تو شرکت...\nاین سهم کفش باید ۵۰۰ باشه نه ۲۰۰ ۳۰۰"
"458101363,2025-06-10T10:35:34Z,1404/03/20 14:05,پاسپورت,city123123,twit,#نان احتمالا فردا سر خطی بهتر مینشینه"
"458101359,2025-06-10T10:35:31Z,1404/03/20 14:05,rezzzaaa,rezzz123,quote,نه دقیقا مشکل سهم عدم تولید با ظرفیت اسمیه، بعد از گزارش سه ماهه اثر تولید رو در رشد سهم میبینی، البته ممکنه پیشخور بشه"
"458101354,2025-06-10T10:35:14Z,1404/03/20 14:05,Ali,alif00,twit,#عیار دوستان همونطور که میبینید قیمت طلا ۱۸ حتی به قیمت دلار الان هم تقریبا ۲ درصد بالاتر از این قیمتی هست که در بازاره. پس فریب نخورید و پایدار باشید"
"458101341,2025-06-10T10:34:17Z,1404/03/20 14:04,As,assssssss,twit,#شاخص_بورس مذاکره فقط برای بقای خودشان هست"
"458101327,2025-06-10T10:32:46Z,1404/03/20 14:02,آرین فر,aryan91,quote,#دماوند\nقربان شما سهام یک جا رو خریدی، با بودجه شخص شما که اون نیروگاه ساخته نشده، وزارت نیرو با بیت المال ساخته الانم از کل سهامش کمتر از 25 درصد دست حقیقی و حقوقیه. بعدشم حالا 96% بیشتر سود می کرد زندگی خود شما خرجش 200% می شد. اینکه فکر می کنید از جیب شما رایانه می دن دیگه واقعا اصلا فازیه خدایی. خوبه سهام شرکت نفت رو نخریدید."
"458101301,2025-06-10T10:30:00Z,1404/03/20 14:00,دیانا,diyana131313,twit,#خوساز با افزايش نرخ خودرو انشالله با قدرت برميگرده"
