"462223208,2026-02-13T10:59:22Z,1404/11/24 14:29,نیکان,hadi08763,twit,#شاخص_بورس استراتژی ترامپ درباره ایران\nترامپ پس از این دیدار گفت هیچ توافق «قطعی» درباره نحوه پیشبرد کار حاصل نشده است\nرویکردی که پس از دیدار ۱۱ فوریه ترامپ و نتانیاهو و عدم حصول «توافق قطعی» درباره گنجاندن برنامه موشکی ایران در مذاکرات، آشکارتر شد.\n\nترامپ پس از این دیدار گفت هیچ توافق «قطعی» درباره نحوه پیشبرد کار حاصل نشده است.\n\nمذاکرات با تهران باید ادامه یابد تا مشخص شود آیا دستیابی به توافق ممکن است یا نه."
"462223160,2026-02-13T10:54:58Z,1404/11/24 14:24,مهسون,majidzadss0910,twit,#شاخص_بورس ولی واقعا این بلاتکلیفی واسه اقتصاد خوب نیست یا مداکرات یا شناسایی افراد فاسد در نظام و کم کردن هزینه ها و حقوق ها ی بالا و جلوگیری از فساد بانکی ها و وام دادن ها \nدولت محترم با کمک تمام قوا هزینه ها رو مدیریت کنه غیر واجب ها فعلا به کنار تا تورم به وجود نیاد \nکنترل بانک ها /حقوق های بالا /ریخت وپاش/و توجه به تولید \nخداوکیلی باران و برف خوبی آمد دولت خم طرح های خوبی از جمله پنل های خورشیدی و لوله آب خلیج فارس هم افتتاح شد اوضاع خوب است \nجنگ نمی‌کنیم اما اگر شد بسم الله🍀💚"
"462223118,2026-02-13T10:50:09Z,1404/11/24 14:20,اردلان,warrenmusk,twit,#شلرد ترامپ ناوهارو میاره. همزمان از طلا و بازارها. نوسان میگیره بعدشم جنگه این همه ادوات و تجهیزات برا زهر چشم نیست"
"462223115,2026-02-13T10:50:05Z,1404/11/24 14:20,Mehdi,eskandar_mehdi,twit,#نقرابی باز من یک چیزی خریدم تا یک ضرر بکنم😂"
"462223100,2026-02-13T10:48:55Z,1404/11/24 14:18,مهسون,majidzadss0910,twit,#شاخص_بورس باورتون میشه خود کاسب ها وقتی میری خرید میگن شرمنده قیمت ها رفته بالا ...قربون نک تک تون بشم شرمنده دولت و همتی و فرزین شما چه گناهی دارید مغازه زدید دنبال لفمه نان حلال تقصیر شما نیست این آقایان دنبال بالا بردن طلا و ارز وخودرو هستند. هدفشون رسیدند دشمن رو امیدوار کردند \nالان یک مفسد رو بچهای گمنام چرا معرفی نمی‌کنند \nاین مفسدان که کشور رو به آشوب کشیدند کجا هستن"
"462221707,2026-02-13T09:01:37Z,1404/11/24 12:31,رضا ,neghabrp,retwit,#شاخص_بورس تحلیل تکنیکال دقیقا تمام وقایع را در خودش داره تکنیکال بورس امریکا چند ماه پیش ریزش را  سسیگنال میداد ارزهای دیجیتال بیت بالای 120 به شدت ریزش را نشان میداد اینها هیچ ارتباطی به اخبار بد و خوب نداره فقط برای عوام این علت ها  بیان میشود تا همیشه فریب بخورند بورس سال 99 در سقف قیمتی و حباب بود من هم ضرر کردم به خاطر طمعم حالا همه اینها به کنار تکنیکال بورس الان داره به من رشد و نشون میده ده تا فکت دیگه هم کنارش هست که میگه بورس به شدت صعودیه حالا شما با اخبار جنگ و هر خبر دیگه میخوای خودت و راضی کن به ریزش در بورس چه جنگ بشود چه نشود این صعود در چارت اتفاق میفته فقط این اتفاقات ممکنه کمی با تاخیر  اتفاق بیفته این که فکر کنید خیلی زرنگ هستین و الان نقدید و منتظر میمونید تا ببینید جنگ بشود یا نشود یا بخواهید بعد از این اتفاقات ورود کنید در اشتباهید چون هر سهم جای خوبی برای ورود دارد اکثر اوقات دیگه اون جای خوب برای ورود در دسترس نیست ."
"462223056,2026-02-13T10:42:23Z,1404/11/24 14:12,محمود,mahmood5990,quote,#اروند . بزرگوار بعد از چندین سال فعالیت بورسی ،صبوری و شکیبایی را بیشتر از هر مسئله‌ای بها دادم .اگر عذر خواهی بنده حقیر باعث آرامش شما و امثال شما میشود من همین الان از شما و همه عزیزان این مجموعه ی رسانه ای عذر خواهی میکنم نیازی به خط و نشان کشیدن نیست .یک نصیحت پدارنه 🙏برای خرید و فروش خودتان حدسود و حد زیان قائل باشید و به آن پایبند باشید 🙏"
"462223045,2026-02-13T10:40:41Z,1404/11/24 14:10,محمد,mdwor,quote,بد نیست سوابق تحلیلتون رو چک کنید تو قیمت ۳۵۰ هم همینو گفتید"
"462223037,2026-02-13T10:38:20Z,1404/11/24 14:08,نابود‌شده ,zerang2000,twit,#تپکو \n1403\nhttps://boursepress.ir/news/224502/%D8%AF%D9%88%D9%85%DB%8C%D9%86-%D8%B9%D8%B1%D8%B6%D9%87-%D8%A8%D9%84%D9%88%DA%A9-1-87-%D8%AF%D8%B1%D8%B5%D8%AF%DB%8C-%D9%87%D9%BE%DA%A9%D9%88-%D9%87%D9%85-%D8%A8%DB%8C-%D9%86%D8%AA%DB%8C%D8%AC%D9%87-%D9%85%D8%A7%D9%86%D8%AF"
"462222999,2026-02-13T10:36:03Z,1404/11/24 14:06,پلوس,plose,twit,#پترول در جواب دوستانی که از navمنفی پترول میگن باید بدونید که فلسفه ورود بعضی از شرکت مثل پترول به بورس پوشاندن دزدیها و پولشویی سیستمهای قدرت و ثروت هست"
