"461963088,2026-02-01T10:45:08Z,1404/11/12 14:15,حریص بازنده,mr13511351,twit,#عیار طلای 18 الان18900 وسکه امامی  191ت. فرصت خرید پله ای."
"461949287,2026-02-01T04:22:06Z,1404/11/12 07:52,rezatrader95,rezatrader95,retwit,ارزش جایگزینی شرکت #اروند یک میلیارد و سیصد میلیون دلار هست( این عدد از تحلیل بنیادی اروند تو سایت نبض بورس دو هفته پیش بدست اومده(با دلار ۱۵۰۰۰۰ تومنی ارزش ذاتی هر سهم ۱۶۲۵۰ تومن بدست میاد"
"461963041,2026-02-01T10:43:51Z,1404/11/12 14:13,viliam ,tttt1390,twit,#شلرد حداقل ارزش شلرد 1000 تومنه فرابورس خودتو خسته نکن"
"461963022,2026-02-01T10:43:08Z,1404/11/12 14:13,حریص بازنده,mr13511351,twit,طلای 18     18.900و سکه امام الان191   فرصت های اضافه کردن  پله ای."
"461963008,2026-02-01T10:42:53Z,1404/11/12 14:12,محسن علی,alpfog,twit,#عیار ۵۰۰۵۰۰ رو بشکونه رفتیم برا اون پایینترا"
"461962986,2026-02-01T10:41:54Z,1404/11/12 14:11,هنرمند,mahmood1774,twit,#شاخص_بورس فقط طلا بخرین خودتون هم می دونید چرا ..خودتون با خرید سهام گول نزنید"
"461962978,2026-02-01T10:41:47Z,1404/11/12 14:11,Super Nova,ali7790,twit,#عیار \nیه نوستالژی بذارم براتون 😁\n\n1404/03/21 ساعت 18:00\nاونس جهانی: 3332.22 دلار\nمظنه: 28,440,000 تومان\nگرم: 6,566,000 تومان\n🔘 قیمت سکه ها\nسکه قدیم: 66,900,000 تومان\nسکه امامی: 73,400,000 تومان\n\nچقدر زود، دیر میشه"
"461962972,2026-02-01T10:41:35Z,1404/11/12 14:11,کمیل,komeyl1992,quote,#شاخص_بورس حس سهامداران بورس مثل حس آدمیه که قراره صبح اعدامش کنند ، همون قدر پر استرس و فقط باید دعا کنه صبح براش معجزه بشه"
"461962488,2026-02-01T10:18:53Z,1404/11/12 13:48,محسن علی,alpfog,retwit,و دیدیم که مثبتاش زوری نداشت و داره خرابتر هم میشه"
"461962951,2026-02-01T10:40:08Z,1404/11/12 14:10,قباد,mehgho,twit,چندین روز منفی خوردن پی در پی سهم ها به بهانه ورود ناو آمریکایی فروکش کرد این بار اول نیست که به بهانه های واهی قیمت سهام توسط مدیران فاسد و فرصت طلب سازمان بورس و حقوقی های فاسد و فرصت طلب به طور ناجوانمردانه ای پایین کشیده می شود تا فرصت بی نظیری جهت بزخری سهم ها در پایین ترین قیمت ها نصیب مدیران خائن و فاسد سازمان بورس و متحدان فاسدتر از خودشان یعنی حقوقی ها گردد.\nبارها و بارها مدیران فرصت طلب سازمان بورس به کمک حقوقی ها  به بهانه های عجیب قیمت سهم ها را به شدت پایین آورده و سپس سهم های به شدت ارزان شده را از چنگ سهامداران عجول و ناشی خارج کرده اند و بورس ایران به فاسدترین و غیر شفاف ترین بازار بورس جهان تبدیل گردیده و به مکانی جهت تاراج اموال مردم تبدیل گردیده است . \nهمین اقدامات خائنانه سازمان بورس باعث شده قیمت اکثر سهم های بورس ایران به یک بیستم ارزش ذاتی خود  و یا حتی کمتر برسند و ضرر بسیار سنگینی به سهامداران بورس وارد آید .\nآیا وقت آن نرسیده است که سازمان های نظارتی به سازمان بورس ورود کرده و بساط این خائنین را برچینند ؟ \nمحاکمه و مجازات تاراج کنندگان اموال سهامداران بورس ایران و جبران خسارات وارده مطالبه اصلی سهامداران بورس ایران می باشد."
