"457104639,2025-04-26T10:30:34Z,1404/02/07 14:00,massabm,massabm,quote,این کارا فایده ای نداره ،جو الکی نده"
"457104635,2025-04-26T10:30:26Z,1404/02/07 14:00,Rahmard021,mohamad1226,twit,#عیار خبرنگار المیادین در مسقط: منابع ما می‌گویند که مذاکرات ایران و آمریکا، امروز به پایان خواهد رسید، اما در صورت نیاز ممکن است برای یک روز دیگر تمدید شود."
"457104622,2025-04-26T10:30:12Z,1404/02/07 14:00,مهدی,mehdikhorrami57,quote,زهی خیال باطل"
"457104618,2025-04-26T10:30:10Z,1404/02/07 14:00,محمد,mghadi151,quote,فقط شبندر"
"457104111,2025-04-26T10:09:51Z,1404/02/07 13:39,توت فرنگی,tutfarangi,retwit,#شاخص_بورس \n\nدلار ۳ هزار فعلا رفت بالا"
"457104605,2025-04-26T10:29:55Z,1404/02/07 13:59,کلاغ سیاه,khalaghsiyah123,twit,#نوری چرا منفی؟؟؟؟،چراااااااااا؟؟؟!!!!!من بی قرارم"
"457104594,2025-04-26T10:29:46Z,1404/02/07 13:59,Rahmard021,mohamad1226,twit,#شاخص_بورس خبرنگار المیادین در مسقط: منابع ما می‌گویند که مذاکرات ایران و آمریکا، امروز به پایان خواهد رسید، اما در صورت نیاز ممکن است برای یک روز دیگر تمدید شود."
"457104587,2025-04-26T10:29:16Z,1404/02/07 13:59,Rahmard021,mohamad1226,twit,#شاخص_بورس 🛑فوری\n\n💢وزارت امور خارجه: برنامه دفاعی و موشکی ایران در مذاکرات کنونی با آمریکا در دستور کار نیستچ\nتوافق انجام شد.تا چند ساعت دیگه اعلام می‌شود"
"457104584,2025-04-26T10:29:14Z,1404/02/07 13:59,مهدی,mehdikhorrami57,quote,طرف کلا 2 تا سکه پارسیان داره داره خودش را میکشه انفجار بندرعباس را به جایی نسبت بده بلکه یکم طلا و دلار بره بالا"
"457104538,2025-04-26T10:27:29Z,1404/02/07 13:57,Ar,arman8711,twit,#حسینا \nامیدوارم حالا حالاها باز نشه با این اتفاق که افتاده.اما گزارش‌های ماهانه شرکت از اردیبهشت خراب میشه احتمالا"
