"460954712,2025-12-17T10:40:49Z,1404/09/26 14:10,ali,ali1350135050,twit,#دی میدونی چرا امروز سهام  دی باز نشد چون شنبه شاید احتمالن خدا بخاد با قدرت باز میشه و تگر با فدرت باز شد رفتی برای موفقیت دو"
"460954707,2025-12-17T10:40:43Z,1404/09/26 14:10,۲۰,pp00,twit,#شوینده این سهام ما را نموده"
"460954699,2025-12-17T10:40:15Z,1404/09/26 14:10,ارسلان,samad5026,twit,#خصدرا البته اگرتسعیر ارز با نرخ آزاد باشه بیشتراز۱۲ هزارملیارد میشه ورقم قابل توجهی میشه"
"460954695,2025-12-17T10:40:13Z,1404/09/26 14:10,Morteza,mo1365opbcfhxzx,quote,شاید ازاین به بعدم طلا بره بالا و این سهم بره پایین هیچی معلوم نیست\nولی اگه بخاد بره بالا این سهم بازدهیش از طلا بیشتر خواهد بود"
"460954676,2025-12-17T10:39:50Z,1404/09/26 14:09,Sabet.r,r.sabet,twit,#عیار دلارنزدیک۱۳۲ حالا بیا نوسان بگیر"
"460954662,2025-12-17T10:39:25Z,1404/09/26 14:09,شکارچی شنبه!,jkwarma,quote,جالبه هم شاخص کل و هم بورس به اعداد 3 و 8 حساس هستن... فولاد به مقاومت 380 تومان و شاخص به مقاومت 3800... البته نشاالله هفته آینده هر دو تا مقاومت پودر میشن...😊😊"
"460954654,2025-12-17T10:39:05Z,1404/09/26 14:09,۲۰,pp00,twit,#شوینده 💩💩💩💩"
"460954652,2025-12-17T10:39:02Z,1404/09/26 14:09,ارتش سرخ,fdms,twit,سلام بر همگی آیا کسی خبرداده که کی سازمان بورس افزایش سرمایه را تایید وکی اجرایی خواهد شد؟؟"
"460954645,2025-12-17T10:39:02Z,1404/09/26 14:09,agoolyking20,agoolyking20,twit,#شلرد #شپدیس \n👇👇👇👇👇👇👇👇\nمعاون وزیر نفت عنوان کرد:\nمکاتبه وزیر نفت و «برنامه و بودجه» برای تهاتر مطالبات مالی دولت و پتروشیمی‌ها."
"460954642,2025-12-17T10:38:58Z,1404/09/26 14:08,Sabet.r,r.sabet,twit,#یا ابوالفضل دلار۱۳۲۷۰۰شد حالا بیا نوسان بگیر"
